Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,pimples,black heads,dull skin,wrinkles,dark circles,pollution,blue light,uv exposure
Suitable,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Suitable,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,1,0,0,0,0,0,0,1,0,0,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,1,0,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,1,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,1,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,1,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,0,0,1,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,1,0,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,1,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,1,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,1,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,0,0,1,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,1,0,0,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,1,0,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,1,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,1,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,1,0,0,0,0,0,0,0,0,1,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,1,0,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,1,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,1,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,1,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,0,0,1,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,1,0,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,1,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,1,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,1,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,0,0,1,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,1,0,0,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,1,0,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,1,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,1,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,1,0,0,0,0,0,0,1,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,1,0,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,1,0,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,1,0,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,0,1,0,0,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,0,0,0,1,1,0,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,1,0,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,1,0,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,1,0,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,0,1,0,0,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,0,0,0,0,1,0,1,0
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,1,0,0,0,0,0,0,0,1
Not Suitable ,DIOR,Capture Youth Glow Booster Age-Delay Illuminating Serum,$95,4.9,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, PPG-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium EDTA, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, BHT, Tocopherol",0,0,0,0,1,0,1,0,0,0,0,0,0,1
